i,k,st,state_gen
170,ng,1,1
171,ng,1,1
172,ng,1,1
173,ng,1,1
174,ng,1,1
175,ng,1,1
176,ng,1,1
177,ng,1,1
178,ng,1,1
179,ng,1,1
180,ng,1,1
181,ng,1,1
182,ng,1,1
183,ng,1,1
184,ng,1,1
185,ng,1,1
186,ng,1,1
187,ng,1,1
188,ng,1,1
189,ng,1,1
190,ng,1,1
191,ng,1,1
192,ng,1,1
193,ng,1,1
194,ng,1,1
195,ng,1,1
196,ng,1,1
197,ng,1,1
198,ng,1,1
199,ng,1,1
200,ng,1,1
1,ng,2,0
2,ng,2,1
3,ng,2,1
4,ng,2,1
5,ng,2,1
6,ng,2,1
7,ng,2,1
8,ng,2,1
9,ng,2,1
10,ng,2,1
11,ng,2,1
12,ng,2,1
13,ng,2,1
14,ng,2,1
15,ng,2,1
16,ng,2,1
17,ng,2,1
18,ng,2,1
19,ng,2,1
20,ng,2,1
21,ng,2,1
22,ng,2,1
23,ng,2,1
24,ng,2,1
25,ng,2,1
26,ng,2,1
27,ng,2,1
28,ng,2,1
29,ng,2,1
30,ng,2,1
31,ng,2,1
32,ng,2,1
33,ng,2,1
34,ng,2,1
35,ng,2,1
36,ng,2,1
37,ng,2,1
38,ng,2,1
39,ng,2,1
40,ng,2,1
41,ng,2,1
42,ng,2,1
43,ng,2,1
44,ng,2,1
45,ng,2,1
46,ng,2,1
47,ng,2,1
48,ng,2,1
49,ng,2,1
50,ng,2,1
51,ng,2,1
52,ng,2,1
53,ng,2,1
54,ng,2,1
55,ng,2,1
56,ng,2,1
57,ng,2,1
58,ng,2,1
59,ng,2,1
60,ng,2,1
61,ng,2,1
62,ng,2,1
63,ng,2,1
64,ng,2,1
65,ng,2,1
66,ng,2,1
67,ng,2,1
68,ng,2,1
69,ng,2,1
70,ng,2,1
71,ng,2,1
72,ng,2,1
73,ng,2,1
74,ng,2,1
75,ng,2,1
76,ng,2,1
77,ng,2,1
78,ng,2,1
79,ng,2,1
80,ng,2,1
81,ng,2,1
82,ng,2,1
83,ng,2,1
84,ng,2,1
85,ng,2,1
86,ng,2,1
87,ng,2,1
88,ng,2,1
89,ng,2,1
90,ng,2,1
91,ng,2,1
92,ng,2,1
93,ng,2,1
94,ng,2,1
95,ng,2,1
96,ng,2,1
97,ng,2,1
98,ng,2,1
99,ng,2,1
100,ng,2,1
101,ng,2,1
102,ng,2,1
103,ng,2,1
104,ng,2,1
105,ng,2,1
106,ng,2,1
107,ng,2,1
108,ng,2,1
109,ng,2,1
110,ng,2,1
111,ng,2,1
112,ng,2,1
113,ng,2,1
114,ng,2,1
115,ng,2,1
116,ng,2,1
117,ng,2,1
118,ng,2,1
119,ng,2,1
120,ng,2,1
121,ng,2,1
122,ng,2,1
123,ng,2,1
124,ng,2,1
125,ng,2,1
126,ng,2,1
127,ng,2,1
128,ng,2,1
129,ng,2,1
130,ng,2,1
131,ng,2,1
132,ng,2,1
133,ng,2,1
134,ng,2,1
135,ng,2,1
136,ng,2,1
137,ng,2,1
138,ng,2,1
139,ng,2,1
140,ng,2,1
141,ng,2,1
142,ng,2,1
143,ng,2,1
144,ng,2,1
145,ng,2,1
146,ng,2,1
147,ng,2,1
148,ng,2,1
149,ng,2,1
150,ng,2,1
151,ng,2,1
152,ng,2,1
153,ng,2,1
154,ng,2,1
155,ng,2,1
156,ng,2,1
157,ng,2,1
158,ng,2,1
159,ng,2,1
160,ng,2,1
161,ng,2,1
162,ng,2,1
163,ng,2,1
164,ng,2,1
165,ng,2,1
166,ng,2,1
167,ng,2,1
168,ng,2,1
169,ng,2,1
170,ng,2,1
171,ng,2,1
172,ng,2,1
173,ng,2,1
174,ng,2,1
175,ng,2,1
176,ng,2,1
177,ng,2,1
178,ng,2,1
179,ng,2,1
180,ng,2,1
181,ng,2,1
182,ng,2,1
183,ng,2,1
184,ng,2,1
185,ng,2,1
186,ng,2,1
187,ng,2,1
188,ng,2,1
189,ng,2,1
190,ng,2,1
191,ng,2,1
192,ng,2,1
193,ng,2,1
194,ng,2,1
195,ng,2,1
196,ng,2,1
197,ng,2,1
198,ng,2,1
199,ng,2,1
200,ng,2,1
1,ng,3,1
2,ng,3,1
3,ng,3,1
4,ng,3,1
5,ng,3,1
6,ng,3,1
7,ng,3,1
8,ng,3,1
9,ng,3,1
10,ng,3,1
11,ng,3,1
12,ng,3,1
13,ng,3,1
14,ng,3,1
15,ng,3,1
16,ng,3,1
17,ng,3,1
18,ng,3,1
19,ng,3,1
20,ng,3,1
21,ng,3,1
22,ng,3,1
23,ng,3,1
24,ng,3,1
25,ng,3,1
26,ng,3,0
27,ng,3,1
28,ng,3,1
29,ng,3,1
30,ng,3,1
31,ng,3,1
32,ng,3,1
33,ng,3,1
34,ng,3,1
35,ng,3,1
36,ng,3,1
37,ng,3,1
38,ng,3,1
39,ng,3,1
40,ng,3,1
41,ng,3,1
42,ng,3,1
43,ng,3,1
44,ng,3,1
45,ng,3,1
46,ng,3,1
47,ng,3,1
48,ng,3,1
49,ng,3,1
50,ng,3,1
51,ng,3,1
52,ng,3,1
53,ng,3,1
54,ng,3,1
55,ng,3,1
56,ng,3,1
57,ng,3,1
58,ng,3,1
59,ng,3,1
60,ng,3,1
61,ng,3,1
62,ng,3,1
63,ng,3,1
64,ng,3,1
65,ng,3,1
66,ng,3,1
67,ng,3,1
68,ng,3,1
69,ng,3,1
70,ng,3,1
71,ng,3,1
72,ng,3,1
73,ng,3,1
74,ng,3,1
75,ng,3,1
76,ng,3,1
77,ng,3,1
78,ng,3,1
79,ng,3,1
80,ng,3,1
81,ng,3,1
82,ng,3,1
83,ng,3,1
84,ng,3,1
85,ng,3,1
86,ng,3,1
87,ng,3,1
88,ng,3,1
89,ng,3,1
90,ng,3,1
91,ng,3,1
92,ng,3,1
93,ng,3,1
94,ng,3,1
95,ng,3,1
96,ng,3,1
97,ng,3,1
98,ng,3,1
99,ng,3,1
100,ng,3,1
101,ng,3,1
102,ng,3,1
103,ng,3,1
104,ng,3,1
105,ng,3,1
106,ng,3,1
107,ng,3,1
108,ng,3,1
109,ng,3,1
110,ng,3,1
111,ng,3,1
112,ng,3,1
113,ng,3,1
114,ng,3,1
115,ng,3,1
116,ng,3,1
117,ng,3,1
118,ng,3,1
119,ng,3,1
120,ng,3,1
121,ng,3,1
122,ng,3,1
123,ng,3,1
124,ng,3,1
125,ng,3,1
126,ng,3,1
127,ng,3,1
128,ng,3,1
129,ng,3,1
130,ng,3,1
131,ng,3,1
132,ng,3,1
133,ng,3,1
134,ng,3,1
135,ng,3,1
136,ng,3,1
137,ng,3,1
138,ng,3,1
139,ng,3,1
140,ng,3,1
141,ng,3,1
142,ng,3,1
143,ng,3,1
144,ng,3,1
145,ng,3,1
146,ng,3,1
147,ng,3,1
148,ng,3,1
149,ng,3,1
150,ng,3,1
151,ng,3,1
152,ng,3,1
153,ng,3,1
154,ng,3,1
155,ng,3,1
156,ng,3,1
157,ng,3,1
158,ng,3,1
159,ng,3,1
160,ng,3,1
161,ng,3,1
162,ng,3,1
163,ng,3,1
164,ng,3,1
165,ng,3,1
166,ng,3,1
167,ng,3,1
168,ng,3,1
169,ng,3,1
170,ng,3,1
171,ng,3,1
172,ng,3,1
173,ng,3,1
174,ng,3,1
175,ng,3,1
176,ng,3,1
177,ng,3,1
178,ng,3,1
179,ng,3,1
180,ng,3,1
181,ng,3,1
182,ng,3,1
183,ng,3,1
184,ng,3,1
185,ng,3,1
186,ng,3,1
187,ng,3,1
188,ng,3,1
189,ng,3,1
190,ng,3,1
191,ng,3,1
192,ng,3,1
193,ng,3,1
194,ng,3,1
195,ng,3,1
196,ng,3,1
197,ng,3,1
198,ng,3,1
199,ng,3,1
200,ng,3,1
1,ng,4,1
2,ng,4,1
3,ng,4,1
4,ng,4,1
5,ng,4,1
6,ng,4,1
7,ng,4,1
8,ng,4,1
9,ng,4,1
10,ng,4,1
11,ng,4,1
12,ng,4,1
13,ng,4,1
14,ng,4,1
15,ng,4,1
16,ng,4,1
17,ng,4,1
18,ng,4,1
19,ng,4,1
20,ng,4,1
21,ng,4,1
22,ng,4,1
23,ng,4,1
24,ng,4,1
25,ng,4,1
26,ng,4,1
27,ng,4,1
28,ng,4,1
29,ng,4,1
30,ng,4,1
31,ng,4,1
32,ng,4,1
33,ng,4,1
34,ng,4,1
35,ng,4,1
36,ng,4,1
37,ng,4,1
38,ng,4,1
39,ng,4,1
40,ng,4,1
41,ng,4,1
42,ng,4,1
43,ng,4,1
44,ng,4,1
45,ng,4,1
46,ng,4,1
47,ng,4,1
48,ng,4,1
49,ng,4,1
50,ng,4,1
51,ng,4,0
52,ng,4,1
53,ng,4,1
54,ng,4,1
55,ng,4,1
56,ng,4,1
57,ng,4,1
58,ng,4,1
59,ng,4,1
60,ng,4,1
61,ng,4,1
62,ng,4,1
63,ng,4,1
64,ng,4,1
65,ng,4,1
66,ng,4,1
67,ng,4,1
68,ng,4,1
69,ng,4,1
70,ng,4,1
71,ng,4,1
72,ng,4,1
73,ng,4,1
74,ng,4,1
75,ng,4,1
76,ng,4,1
77,ng,4,1
78,ng,4,1
79,ng,4,1
80,ng,4,1
81,ng,4,1
82,ng,4,1
83,ng,4,1
84,ng,4,1
85,ng,4,1
86,ng,4,1
87,ng,4,1
88,ng,4,1
89,ng,4,1
90,ng,4,1
91,ng,4,1
92,ng,4,1
93,ng,4,1
94,ng,4,1
95,ng,4,1
96,ng,4,1
97,ng,4,1
98,ng,4,1
99,ng,4,1
100,ng,4,1
101,ng,4,1
102,ng,4,1
103,ng,4,1
104,ng,4,1
105,ng,4,1
106,ng,4,1
107,ng,4,1
108,ng,4,1
109,ng,4,1
110,ng,4,1
111,ng,4,1
112,ng,4,1
113,ng,4,1
114,ng,4,1
115,ng,4,1
116,ng,4,1
117,ng,4,1
118,ng,4,1
119,ng,4,1
120,ng,4,1
121,ng,4,1
122,ng,4,1
123,ng,4,1
124,ng,4,1
125,ng,4,1
126,ng,4,1
127,ng,4,1
128,ng,4,1
129,ng,4,1
130,ng,4,1
131,ng,4,1
132,ng,4,1
133,ng,4,1
134,ng,4,1
135,ng,4,1
136,ng,4,1
137,ng,4,1
138,ng,4,1
139,ng,4,1
140,ng,4,1
141,ng,4,1
142,ng,4,1
143,ng,4,1
144,ng,4,1
145,ng,4,1
146,ng,4,1
147,ng,4,1
148,ng,4,1
149,ng,4,1
150,ng,4,1
151,ng,4,1
152,ng,4,1
153,ng,4,1
154,ng,4,1
155,ng,4,1
156,ng,4,1
157,ng,4,1
158,ng,4,1
159,ng,4,1
160,ng,4,1
161,ng,4,1
162,ng,4,1
163,ng,4,1
164,ng,4,1
165,ng,4,1
166,ng,4,1
167,ng,4,1
168,ng,4,1
169,ng,4,1
170,ng,4,1
171,ng,4,1
172,ng,4,1
173,ng,4,1
174,ng,4,1
175,ng,4,1
176,ng,4,1
177,ng,4,1
178,ng,4,1
179,ng,4,1
180,ng,4,1
181,ng,4,1
182,ng,4,1
183,ng,4,1
184,ng,4,1
185,ng,4,1
186,ng,4,1
187,ng,4,1
188,ng,4,1
189,ng,4,1
190,ng,4,1
191,ng,4,1
192,ng,4,1
193,ng,4,1
194,ng,4,1
195,ng,4,1
196,ng,4,1
197,ng,4,1
198,ng,4,1
199,ng,4,1
200,ng,4,1
1,ng,5,1
2,ng,5,1
3,ng,5,1
4,ng,5,1
5,ng,5,1
6,ng,5,1
7,ng,5,1
8,ng,5,1
9,ng,5,1
10,ng,5,1
11,ng,5,1
12,ng,5,1
13,ng,5,1
14,ng,5,1
15,ng,5,1
16,ng,5,1
17,ng,5,1
18,ng,5,1
19,ng,5,1
20,ng,5,1
21,ng,5,1
22,ng,5,1
23,ng,5,1
24,ng,5,1
25,ng,5,1
26,ng,5,1
27,ng,5,1
28,ng,5,1
29,ng,5,1
30,ng,5,1
31,ng,5,1
32,ng,5,1
33,ng,5,1
34,ng,5,1
35,ng,5,1
36,ng,5,1
37,ng,5,1
38,ng,5,1
39,ng,5,1
40,ng,5,1
41,ng,5,1
42,ng,5,1
43,ng,5,1
44,ng,5,1
45,ng,5,1
46,ng,5,1
47,ng,5,1
48,ng,5,1
49,ng,5,1
50,ng,5,1
51,ng,5,1
52,ng,5,1
53,ng,5,1
54,ng,5,1
55,ng,5,1
56,ng,5,1
57,ng,5,1
58,ng,5,1
59,ng,5,1
60,ng,5,1
61,ng,5,1
62,ng,5,1
63,ng,5,1
64,ng,5,1
65,ng,5,1
66,ng,5,1
67,ng,5,1
68,ng,5,1
69,ng,5,1
70,ng,5,1
71,ng,5,1
72,ng,5,1
73,ng,5,1
74,ng,5,1
75,ng,5,1
76,ng,5,0
77,ng,5,1
78,ng,5,1
79,ng,5,1
80,ng,5,1
81,ng,5,1
82,ng,5,1
83,ng,5,1
84,ng,5,1
85,ng,5,1
86,ng,5,1
87,ng,5,1
88,ng,5,1
89,ng,5,1
90,ng,5,1
91,ng,5,1
92,ng,5,1
93,ng,5,1
94,ng,5,1
95,ng,5,1
96,ng,5,1
97,ng,5,1
98,ng,5,1
99,ng,5,1
100,ng,5,1
101,ng,5,1
102,ng,5,1
103,ng,5,1
104,ng,5,1
105,ng,5,1
106,ng,5,1
107,ng,5,1
108,ng,5,1
109,ng,5,1
110,ng,5,1
111,ng,5,1
112,ng,5,1
113,ng,5,1
114,ng,5,1
115,ng,5,1
116,ng,5,1
117,ng,5,1
118,ng,5,1
119,ng,5,1
120,ng,5,1
121,ng,5,1
122,ng,5,1
123,ng,5,1
124,ng,5,1
125,ng,5,1
126,ng,5,1
127,ng,5,1
128,ng,5,1
129,ng,5,1
130,ng,5,1
131,ng,5,1
132,ng,5,1
133,ng,5,1
134,ng,5,1
135,ng,5,1
136,ng,5,1
137,ng,5,1
138,ng,5,1
139,ng,5,1
140,ng,5,1
141,ng,5,1
142,ng,5,1
143,ng,5,1
144,ng,5,1
145,ng,5,1
146,ng,5,1
147,ng,5,1
148,ng,5,1
149,ng,5,1
150,ng,5,1
151,ng,5,1
152,ng,5,1
153,ng,5,1
154,ng,5,1
155,ng,5,1
156,ng,5,1
157,ng,5,1
158,ng,5,1
159,ng,5,1
160,ng,5,1
161,ng,5,1
162,ng,5,1
163,ng,5,1
164,ng,5,1
165,ng,5,1
166,ng,5,1
167,ng,5,1
168,ng,5,1
169,ng,5,1
170,ng,5,1
171,ng,5,1
172,ng,5,1
173,ng,5,1
174,ng,5,1
175,ng,5,1
176,ng,5,1
177,ng,5,1
178,ng,5,1
179,ng,5,1
180,ng,5,1
181,ng,5,1
182,ng,5,1
183,ng,5,1
184,ng,5,1
185,ng,5,1
186,ng,5,1
187,ng,5,1
188,ng,5,1
189,ng,5,1
190,ng,5,1
191,ng,5,1
192,ng,5,1
193,ng,5,1
194,ng,5,1
195,ng,5,1
196,ng,5,1
197,ng,5,1
198,ng,5,1
199,ng,5,1
200,ng,5,1
1,ng,6,1
2,ng,6,1
3,ng,6,1
4,ng,6,1
5,ng,6,1
6,ng,6,1
7,ng,6,1
8,ng,6,1
9,ng,6,1
10,ng,6,1
11,ng,6,1
12,ng,6,1
13,ng,6,1
14,ng,6,1
15,ng,6,1
16,ng,6,1
17,ng,6,1
18,ng,6,1
19,ng,6,1
20,ng,6,1
21,ng,6,1
22,ng,6,1
23,ng,6,1
24,ng,6,1
25,ng,6,1
26,ng,6,1
27,ng,6,1
28,ng,6,1
29,ng,6,1
30,ng,6,1
31,ng,6,1
32,ng,6,1
33,ng,6,1
34,ng,6,1
35,ng,6,1
36,ng,6,1
37,ng,6,1
38,ng,6,1
39,ng,6,1
40,ng,6,1
41,ng,6,1
42,ng,6,1
43,ng,6,1
44,ng,6,1
45,ng,6,1
46,ng,6,1
47,ng,6,1
48,ng,6,1
49,ng,6,1
50,ng,6,1
51,ng,6,1
52,ng,6,1
53,ng,6,1
54,ng,6,1
55,ng,6,1
56,ng,6,1
57,ng,6,1
58,ng,6,1
59,ng,6,1
60,ng,6,1
61,ng,6,1
62,ng,6,1
63,ng,6,1
64,ng,6,1
65,ng,6,1
66,ng,6,1
67,ng,6,1
68,ng,6,1
69,ng,6,1
70,ng,6,1
71,ng,6,1
72,ng,6,1
73,ng,6,1
74,ng,6,1
75,ng,6,1
76,ng,6,1
77,ng,6,1
78,ng,6,1
79,ng,6,1
80,ng,6,1
81,ng,6,1
82,ng,6,1
83,ng,6,1
84,ng,6,1
85,ng,6,1
86,ng,6,1
87,ng,6,1
88,ng,6,1
89,ng,6,1
90,ng,6,1
91,ng,6,1
92,ng,6,1
93,ng,6,1
94,ng,6,1
95,ng,6,1
96,ng,6,1
97,ng,6,1
98,ng,6,1
99,ng,6,1
100,ng,6,1
101,ng,6,0
102,ng,6,1
103,ng,6,1
104,ng,6,1
105,ng,6,1
106,ng,6,1
107,ng,6,1
108,ng,6,1
109,ng,6,1
110,ng,6,1
111,ng,6,1
112,ng,6,1
113,ng,6,1
114,ng,6,1
115,ng,6,1
116,ng,6,1
117,ng,6,1
118,ng,6,1
119,ng,6,1
120,ng,6,1
121,ng,6,1
122,ng,6,1
123,ng,6,1
124,ng,6,1
125,ng,6,1
126,ng,6,1
127,ng,6,1
128,ng,6,1
129,ng,6,1
130,ng,6,1
131,ng,6,1
132,ng,6,1
133,ng,6,1
134,ng,6,1
135,ng,6,1
136,ng,6,1
137,ng,6,1
138,ng,6,1
139,ng,6,1
140,ng,6,1
141,ng,6,1
142,ng,6,1
143,ng,6,1
144,ng,6,1
145,ng,6,1
146,ng,6,1
147,ng,6,1
148,ng,6,1
149,ng,6,1
150,ng,6,1
151,ng,6,1
152,ng,6,1
153,ng,6,1
154,ng,6,1
155,ng,6,1
156,ng,6,1
157,ng,6,1
158,ng,6,1
159,ng,6,1
160,ng,6,1
161,ng,6,1
162,ng,6,1
163,ng,6,1
164,ng,6,1
165,ng,6,1
166,ng,6,1
167,ng,6,1
168,ng,6,1
169,ng,6,1
170,ng,6,1
171,ng,6,1
172,ng,6,1
173,ng,6,1
174,ng,6,1
175,ng,6,1
176,ng,6,1
177,ng,6,1
178,ng,6,1
179,ng,6,1
180,ng,6,1
181,ng,6,1
182,ng,6,1
183,ng,6,1
184,ng,6,1
185,ng,6,1
186,ng,6,1
187,ng,6,1
188,ng,6,1
189,ng,6,1
190,ng,6,1
191,ng,6,1
192,ng,6,1
193,ng,6,1
194,ng,6,1
195,ng,6,1
196,ng,6,1
197,ng,6,1
198,ng,6,1
199,ng,6,1
200,ng,6,1
1,ng,7,1
2,ng,7,1
3,ng,7,1
4,ng,7,1
5,ng,7,1
6,ng,7,1
7,ng,7,1
8,ng,7,1
9,ng,7,1
10,ng,7,1
11,ng,7,1
12,ng,7,1
13,ng,7,1
14,ng,7,1
15,ng,7,1
16,ng,7,1
17,ng,7,1
18,ng,7,1
19,ng,7,1
20,ng,7,1
21,ng,7,1
22,ng,7,1
23,ng,7,1
24,ng,7,1
25,ng,7,1
26,ng,7,1
27,ng,7,1
28,ng,7,1
29,ng,7,1
30,ng,7,1
31,ng,7,1
32,ng,7,1
33,ng,7,1
34,ng,7,1
35,ng,7,1
36,ng,7,1
37,ng,7,1
38,ng,7,1
39,ng,7,1
40,ng,7,1
41,ng,7,1
42,ng,7,1
43,ng,7,1
44,ng,7,1
45,ng,7,1
46,ng,7,1
47,ng,7,1
48,ng,7,1
49,ng,7,1
50,ng,7,1
51,ng,7,1
52,ng,7,1
53,ng,7,1
54,ng,7,1
55,ng,7,1
56,ng,7,1
57,ng,7,1
58,ng,7,1
59,ng,7,1
60,ng,7,1
61,ng,7,1
62,ng,7,1
63,ng,7,1
64,ng,7,1
65,ng,7,1
66,ng,7,1
67,ng,7,1
68,ng,7,1
69,ng,7,1
70,ng,7,1
71,ng,7,1
72,ng,7,1
73,ng,7,1
74,ng,7,1
75,ng,7,1
76,ng,7,1
77,ng,7,1
78,ng,7,1
79,ng,7,1
80,ng,7,1
81,ng,7,1
82,ng,7,1
83,ng,7,1
84,ng,7,1
85,ng,7,1
86,ng,7,1
87,ng,7,1
88,ng,7,1
89,ng,7,1
90,ng,7,1
91,ng,7,1
92,ng,7,1
93,ng,7,1
94,ng,7,1
95,ng,7,1
96,ng,7,1
97,ng,7,1
98,ng,7,1
99,ng,7,1
100,ng,7,1
101,ng,7,1
102,ng,7,1
103,ng,7,1
104,ng,7,1
105,ng,7,1
106,ng,7,1
107,ng,7,1
108,ng,7,1
109,ng,7,1
110,ng,7,1
111,ng,7,1
112,ng,7,1
113,ng,7,1
114,ng,7,1
115,ng,7,1
116,ng,7,1
117,ng,7,1
118,ng,7,1
119,ng,7,1
120,ng,7,1
121,ng,7,1
122,ng,7,1
123,ng,7,1
124,ng,7,1
125,ng,7,1
126,ng,7,0
127,ng,7,1
128,ng,7,1
129,ng,7,1
130,ng,7,1
131,ng,7,1
132,ng,7,1
133,ng,7,1
134,ng,7,1
135,ng,7,1
136,ng,7,1
137,ng,7,1
138,ng,7,1
139,ng,7,1
140,ng,7,1
141,ng,7,1
142,ng,7,1
143,ng,7,1
144,ng,7,1
145,ng,7,1
146,ng,7,1
147,ng,7,1
148,ng,7,1
149,ng,7,1
150,ng,7,1
151,ng,7,1
152,ng,7,1
153,ng,7,1
154,ng,7,1
155,ng,7,1
156,ng,7,1
157,ng,7,1
158,ng,7,1
159,ng,7,1
160,ng,7,1
161,ng,7,1
162,ng,7,1
163,ng,7,1
164,ng,7,1
165,ng,7,1
166,ng,7,1
167,ng,7,1
168,ng,7,1
169,ng,7,1
170,ng,7,1
171,ng,7,1
172,ng,7,1
173,ng,7,1
174,ng,7,1
175,ng,7,1
176,ng,7,1
177,ng,7,1
178,ng,7,1
179,ng,7,1
180,ng,7,1
181,ng,7,1
182,ng,7,1
183,ng,7,1
184,ng,7,1
185,ng,7,1
186,ng,7,1
187,ng,7,1
188,ng,7,1
189,ng,7,1
190,ng,7,1
191,ng,7,1
192,ng,7,1
193,ng,7,1
194,ng,7,1
195,ng,7,1
196,ng,7,1
197,ng,7,1
198,ng,7,1
199,ng,7,1
200,ng,7,1
1,ng,8,1
2,ng,8,1
3,ng,8,1
4,ng,8,1
5,ng,8,1
6,ng,8,1
7,ng,8,1
8,ng,8,1
9,ng,8,1
10,ng,8,1
11,ng,8,1
12,ng,8,1
13,ng,8,1
14,ng,8,1
15,ng,8,1
16,ng,8,1
17,ng,8,1
18,ng,8,1
19,ng,8,1
20,ng,8,1
21,ng,8,1
22,ng,8,1
23,ng,8,1
24,ng,8,1
25,ng,8,1
26,ng,8,1
27,ng,8,1
28,ng,8,1
29,ng,8,1
30,ng,8,1
31,ng,8,1
32,ng,8,1
33,ng,8,1
34,ng,8,1
35,ng,8,1
36,ng,8,1
37,ng,8,1
38,ng,8,1
39,ng,8,1
40,ng,8,1
41,ng,8,1
42,ng,8,1
43,ng,8,1
44,ng,8,1
45,ng,8,1
46,ng,8,1
47,ng,8,1
48,ng,8,1
49,ng,8,1
50,ng,8,1
51,ng,8,1
52,ng,8,1
53,ng,8,1
54,ng,8,1
55,ng,8,1
56,ng,8,1
57,ng,8,1
58,ng,8,1
59,ng,8,1
60,ng,8,1
61,ng,8,1
62,ng,8,1
63,ng,8,1
64,ng,8,1
65,ng,8,1
66,ng,8,1
67,ng,8,1
68,ng,8,1
69,ng,8,1
70,ng,8,1
71,ng,8,1
72,ng,8,1
73,ng,8,1
74,ng,8,1
75,ng,8,1
76,ng,8,1
77,ng,8,1
78,ng,8,1
79,ng,8,1
80,ng,8,1
81,ng,8,1
82,ng,8,1
83,ng,8,1
84,ng,8,1
85,ng,8,1
86,ng,8,1
87,ng,8,1
88,ng,8,1
89,ng,8,1
90,ng,8,1
91,ng,8,1
92,ng,8,1
93,ng,8,1
94,ng,8,1
95,ng,8,1
96,ng,8,1
97,ng,8,1
98,ng,8,1
99,ng,8,1
100,ng,8,1
101,ng,8,1
102,ng,8,1
103,ng,8,1
104,ng,8,1
105,ng,8,1
106,ng,8,1
107,ng,8,1
108,ng,8,1
109,ng,8,1
110,ng,8,1
111,ng,8,1
112,ng,8,1
113,ng,8,1
114,ng,8,1
115,ng,8,1
116,ng,8,1
117,ng,8,1
118,ng,8,1
119,ng,8,1
120,ng,8,1
121,ng,8,1
122,ng,8,1
123,ng,8,1
124,ng,8,1
125,ng,8,1
126,ng,8,1
127,ng,8,1
128,ng,8,1
129,ng,8,1
130,ng,8,1
131,ng,8,1
132,ng,8,1
133,ng,8,1
134,ng,8,1
135,ng,8,1
136,ng,8,1
137,ng,8,1
138,ng,8,1
139,ng,8,1
140,ng,8,1
141,ng,8,1
142,ng,8,1
143,ng,8,1
144,ng,8,1
145,ng,8,1
146,ng,8,1
147,ng,8,1
148,ng,8,1
149,ng,8,1
150,ng,8,1
151,ng,8,0
152,ng,8,1
153,ng,8,1
